timestamp,system,M,size,build_ef,graph,k,search_ef,recall,qps_t,hop,dist,thread
2024-08-01 20:32:44.551,hnsw_pickle,32,1M,500,deep,10,10,86.6,3677,17.7,1542.5,48
2024-08-01 20:32:44.715,hnsw_pickle,32,1M,500,deep,10,20,93.7,2586,27.2,1892.1,48
2024-08-01 20:32:44.926,hnsw_pickle,32,1M,500,deep,10,30,96.3,2015,36.8,2214.5,48
2024-08-01 20:32:45.225,hnsw_pickle,32,1M,500,deep,10,50,98.4,1423,56.5,2811.8,48
2024-08-01 20:32:45.609,hnsw_pickle,32,1M,500,deep,10,70,99.1,1113,76.3,3361.0,48
2024-08-01 20:32:46.073,hnsw_pickle,32,1M,500,deep,10,90,99.4,922,96.2,3875.8,48
2024-08-01 20:32:46.576,hnsw_pickle,32,1M,500,deep,10,100,99.5,849,106.2,4123.0,48
2024-08-01 20:32:47.441,hnsw_pickle,32,1M,500,deep,10,200,99.9,493,205.9,6337.0,48
2024-08-01 20:32:48.641,hnsw_pickle,32,1M,500,deep,10,300,99.9,355,305.9,8260.0,48
2024-08-01 20:32:50.152,hnsw_pickle,32,1M,500,deep,10,400,100.0,283,405.8,10011.6,48
2024-08-01 20:32:51.963,hnsw_pickle,32,1M,500,deep,10,500,100.0,234,505.8,11642.9,48
2024-08-01 20:32:52.498,hnsw_pickle,32,1M,500,deep,100,100,97.9,856,106.2,4123.0,48
2024-08-01 20:32:53.406,hnsw_pickle,32,1M,500,deep,100,200,99.4,484,205.9,6337.0,48
2024-08-01 20:32:54.649,hnsw_pickle,32,1M,500,deep,100,300,99.8,358,305.9,8260.0,48
2024-08-01 20:32:56.205,hnsw_pickle,32,1M,500,deep,100,400,99.9,281,405.8,10011.6,48
2024-08-01 20:32:58.083,hnsw_pickle,32,1M,500,deep,100,500,99.9,229,505.8,11642.9,48
2024-08-01 19:41:00.132,hnsw_pickle,32,10M,100,deep,1,1,38.5,5525,9.8,555.3,48
2024-08-01 19:41:00.238,hnsw_pickle,32,10M,100,deep,1,5,72.2,4016,15.1,835.2,48
2024-08-01 19:41:00.381,hnsw_pickle,32,10M,100,deep,1,10,83.5,3004,20.1,1068.5,48
2024-08-01 19:41:00.590,hnsw_pickle,32,10M,100,deep,1,20,91.2,2042,29.6,1473.0,48
2024-08-01 19:41:00.860,hnsw_pickle,32,10M,100,deep,1,30,94.5,1565,39.3,1852.2,48
2024-08-01 19:41:01.256,hnsw_pickle,32,10M,100,deep,1,50,97.3,1072,58.8,2569.2,48
2024-08-01 19:41:01.768,hnsw_pickle,32,10M,100,deep,1,70,98.2,837,78.5,3246.6,48
2024-08-01 19:41:02.398,hnsw_pickle,32,10M,100,deep,1,90,98.8,679,98.3,3893.0,48
2024-08-01 19:41:03.089,hnsw_pickle,32,10M,100,deep,1,100,99.0,619,108.3,4205.7,48
2024-08-01 19:41:04.303,hnsw_pickle,32,10M,100,deep,1,200,99.5,349,207.9,7089.6,48
2024-08-01 19:41:06.026,hnsw_pickle,32,10M,100,deep,1,300,99.7,247,307.8,9676.9,48
2024-08-01 19:41:08.227,hnsw_pickle,32,10M,100,deep,1,400,99.8,192,407.7,12076.2,48
2024-08-01 19:41:10.895,hnsw_pickle,32,10M,100,deep,1,500,99.9,157,507.6,14341.4,48
2024-08-01 19:41:11.038,hnsw_pickle,32,10M,100,deep,10,10,77.7,3006,20.1,1068.5,48
2024-08-01 19:41:11.251,hnsw_pickle,32,10M,100,deep,10,20,87.1,2007,29.6,1473.0,48
2024-08-01 19:41:11.525,hnsw_pickle,32,10M,100,deep,10,30,91.3,1570,39.3,1852.2,48
2024-08-01 19:41:11.926,hnsw_pickle,32,10M,100,deep,10,50,95.0,1071,58.8,2569.2,48
2024-08-01 19:41:12.442,hnsw_pickle,32,10M,100,deep,10,70,96.7,830,78.5,3246.6,48
2024-08-01 19:41:13.074,hnsw_pickle,32,10M,100,deep,10,90,97.6,683,98.3,3893.0,48
2024-08-01 19:41:13.757,hnsw_pickle,32,10M,100,deep,10,100,97.9,628,108.3,4205.7,48
2024-08-01 19:41:14.977,hnsw_pickle,32,10M,100,deep,10,200,99.2,349,207.9,7089.6,48
2024-08-01 19:41:16.720,hnsw_pickle,32,10M,100,deep,10,300,99.5,245,307.8,9676.9,48
2024-08-01 19:41:18.945,hnsw_pickle,32,10M,100,deep,10,400,99.7,191,407.7,12076.2,48
2024-08-01 19:41:21.598,hnsw_pickle,32,10M,100,deep,10,500,99.8,158,507.6,14341.4,48
2024-08-01 19:41:22.319,hnsw_pickle,32,10M,100,deep,100,100,94.0,633,108.3,4205.7,48
2024-08-01 19:41:23.575,hnsw_pickle,32,10M,100,deep,100,200,97.5,349,207.9,7089.6,48
2024-08-01 19:41:25.334,hnsw_pickle,32,10M,100,deep,100,300,98.6,249,307.8,9676.9,48
2024-08-01 19:41:27.569,hnsw_pickle,32,10M,100,deep,100,400,99.1,192,407.7,12076.2,48
2024-08-01 19:41:30.270,hnsw_pickle,32,10M,100,deep,100,500,99.4,159,507.6,14341.4,48
2024-08-01 20:27:52.506,hnsw_pickle,32,10M,300,deep,1,1,38.2,5342,9.8,549.9,48
2024-08-01 20:27:52.607,hnsw_pickle,32,10M,300,deep,1,5,72.6,4273,15.0,831.4,48
2024-08-01 20:27:52.745,hnsw_pickle,32,10M,300,deep,1,10,84.3,3116,20.0,1069.8,48
2024-08-01 20:27:52.949,hnsw_pickle,32,10M,300,deep,1,20,92.2,2100,29.5,1487.4,48
2024-08-01 20:27:53.216,hnsw_pickle,32,10M,300,deep,1,30,95.2,1610,39.1,1881.2,48
2024-08-01 20:27:53.604,hnsw_pickle,32,10M,300,deep,1,50,97.6,1107,58.6,2627.5,48
2024-08-01 20:27:54.110,hnsw_pickle,32,10M,300,deep,1,70,98.5,843,78.4,3333.6,48
2024-08-01 20:27:54.733,hnsw_pickle,32,10M,300,deep,1,90,99.1,686,98.2,4009.6,48
2024-08-01 20:27:55.407,hnsw_pickle,32,10M,300,deep,1,100,99.2,630,108.1,4336.6,48
2024-08-01 20:27:56.616,hnsw_pickle,32,10M,300,deep,1,200,99.7,352,207.8,7355.4,48
2024-08-01 20:27:58.348,hnsw_pickle,32,10M,300,deep,1,300,99.8,246,307.7,10067.7,48
2024-08-01 20:28:00.561,hnsw_pickle,32,10M,300,deep,1,400,99.8,189,407.6,12586.3,48
2024-08-01 20:28:03.208,hnsw_pickle,32,10M,300,deep,1,500,99.9,160,507.5,14966.1,48
2024-08-01 20:28:03.345,hnsw_pickle,32,10M,300,deep,10,10,78.9,3132,20.0,1069.8,48
2024-08-01 20:28:03.545,hnsw_pickle,32,10M,300,deep,10,20,88.4,2158,29.5,1487.4,48
2024-08-01 20:28:03.809,hnsw_pickle,32,10M,300,deep,10,30,92.5,1625,39.1,1881.2,48
2024-08-01 20:28:04.194,hnsw_pickle,32,10M,300,deep,10,50,96.0,1125,58.6,2627.5,48
2024-08-01 20:28:04.692,hnsw_pickle,32,10M,300,deep,10,70,97.5,870,78.4,3333.6,48
2024-08-01 20:28:05.305,hnsw_pickle,32,10M,300,deep,10,90,98.3,698,98.2,4009.6,48
2024-08-01 20:28:05.986,hnsw_pickle,32,10M,300,deep,10,100,98.6,646,108.1,4336.6,48
2024-08-01 20:28:07.183,hnsw_pickle,32,10M,300,deep,10,200,99.5,360,207.8,7355.4,48
2024-08-01 20:28:08.869,hnsw_pickle,32,10M,300,deep,10,300,99.8,252,307.7,10067.7,48
2024-08-01 20:28:11.051,hnsw_pickle,32,10M,300,deep,10,400,99.9,195,407.6,12586.3,48
2024-08-01 20:28:13.696,hnsw_pickle,32,10M,300,deep,10,500,99.9,160,507.5,14966.1,48
2024-08-01 20:28:14.400,hnsw_pickle,32,10M,300,deep,100,100,95.1,644,108.1,4336.6,48
2024-08-01 20:28:15.646,hnsw_pickle,32,10M,300,deep,100,200,98.2,356,207.8,7355.4,48
2024-08-01 20:28:17.385,hnsw_pickle,32,10M,300,deep,100,300,99.1,249,307.7,10067.7,48
2024-08-01 20:28:19.594,hnsw_pickle,32,10M,300,deep,100,400,99.4,195,407.6,12586.3,48
2024-08-01 20:28:22.284,hnsw_pickle,32,10M,300,deep,100,500,99.6,160,507.5,14966.1,48
2024-08-01 21:34:05.090,hnsw_pickle,32,10M,500,deep,1,1,40.6,5463,9.5,589.5,48
2024-08-01 21:34:05.189,hnsw_pickle,32,10M,500,deep,1,5,73.6,4321,14.6,862.9,48
2024-08-01 21:34:05.323,hnsw_pickle,32,10M,500,deep,1,10,84.7,3194,19.6,1102.7,48
2024-08-01 21:34:05.525,hnsw_pickle,32,10M,500,deep,1,20,92.5,2100,29.1,1528.2,48
2024-08-01 21:34:05.789,hnsw_pickle,32,10M,500,deep,1,30,95.4,1622,38.7,1927.4,48
2024-08-01 21:34:06.180,hnsw_pickle,32,10M,500,deep,1,50,98.0,1098,58.2,2688.9,48
2024-08-01 21:34:06.690,hnsw_pickle,32,10M,500,deep,1,70,98.8,849,77.9,3411.3,48
2024-08-01 21:34:07.317,hnsw_pickle,32,10M,500,deep,1,90,99.2,689,97.7,4101.5,48
2024-08-01 21:34:07.999,hnsw_pickle,32,10M,500,deep,1,100,99.3,632,107.7,4436.9,48
2024-08-01 21:34:09.219,hnsw_pickle,32,10M,500,deep,1,200,99.8,350,207.4,7530.2,48
2024-08-01 21:34:10.951,hnsw_pickle,32,10M,500,deep,1,300,99.9,247,307.2,10311.2,48
2024-08-01 21:34:13.179,hnsw_pickle,32,10M,500,deep,1,400,99.9,191,407.1,12894.0,48
2024-08-01 21:34:15.877,hnsw_pickle,32,10M,500,deep,1,500,99.9,157,507.1,15335.9,48
2024-08-01 21:34:16.015,hnsw_pickle,32,10M,500,deep,10,10,78.5,3017,19.6,1102.7,48
2024-08-01 21:34:16.217,hnsw_pickle,32,10M,500,deep,10,20,88.4,2125,29.1,1528.2,48
2024-08-01 21:34:16.483,hnsw_pickle,32,10M,500,deep,10,30,92.6,1614,38.7,1927.4,48
2024-08-01 21:34:16.878,hnsw_pickle,32,10M,500,deep,10,50,96.2,1099,58.2,2688.9,48
2024-08-01 21:34:17.387,hnsw_pickle,32,10M,500,deep,10,70,97.7,845,77.9,3411.3,48
2024-08-01 21:34:18.011,hnsw_pickle,32,10M,500,deep,10,90,98.5,694,97.7,4101.5,48
2024-08-01 21:34:18.693,hnsw_pickle,32,10M,500,deep,10,100,98.7,631,107.7,4436.9,48
2024-08-01 21:34:19.916,hnsw_pickle,32,10M,500,deep,10,200,99.6,351,207.4,7530.2,48
2024-08-01 21:34:21.662,hnsw_pickle,32,10M,500,deep,10,300,99.8,244,307.2,10311.2,48
2024-08-01 21:34:23.884,hnsw_pickle,32,10M,500,deep,10,400,99.9,191,407.1,12894.0,48
2024-08-01 21:34:26.611,hnsw_pickle,32,10M,500,deep,10,500,99.9,155,507.1,15335.9,48
2024-08-01 21:34:27.333,hnsw_pickle,32,10M,500,deep,100,100,95.2,629,107.7,4436.9,48
2024-08-01 21:34:28.608,hnsw_pickle,32,10M,500,deep,100,200,98.4,347,207.4,7530.2,48
2024-08-01 21:34:30.394,hnsw_pickle,32,10M,500,deep,100,300,99.2,245,307.2,10311.2,48
2024-08-01 21:34:32.666,hnsw_pickle,32,10M,500,deep,100,400,99.5,191,407.1,12894.0,48
2024-08-01 21:34:35.394,hnsw_pickle,32,10M,500,deep,100,500,99.7,158,507.1,15335.9,48
2024-08-01 21:47:27.278,hnsw_pickle,32,1M,100,msspacev,1,1,45.4,5391,8.2,3038.0,48
2024-08-01 21:47:27.589,hnsw_pickle,32,1M,100,msspacev,1,5,73.8,4200,13.4,3302.5,48
2024-08-01 21:47:27.960,hnsw_pickle,32,1M,100,msspacev,1,10,82.7,3571,18.5,3531.7,48
2024-08-01 21:47:28.447,hnsw_pickle,32,1M,100,msspacev,1,20,89.2,2697,28.4,3936.5,48
2024-08-01 21:47:29.041,hnsw_pickle,32,1M,100,msspacev,1,30,92.2,2195,38.1,4317.5,48
2024-08-01 21:47:29.843,hnsw_pickle,32,1M,100,msspacev,1,50,94.9,1615,57.7,5047.3,48
2024-08-01 21:47:30.859,hnsw_pickle,32,1M,100,msspacev,1,70,96.3,1263,77.4,5750.6,48
2024-08-01 21:47:32.079,hnsw_pickle,32,1M,100,msspacev,1,90,97.0,1052,97.2,6430.8,48
2024-08-01 21:47:33.400,hnsw_pickle,32,1M,100,msspacev,1,100,97.3,968,107.1,6766.0,48
2024-08-01 21:47:35.699,hnsw_pickle,32,1M,100,msspacev,1,200,98.5,552,206.6,9915.2,48
2024-08-01 21:47:38.885,hnsw_pickle,32,1M,100,msspacev,1,300,98.9,395,306.5,12822.8,48
2024-08-01 21:47:42.937,hnsw_pickle,32,1M,100,msspacev,1,400,99.2,312,406.4,15556.1,48
2024-08-01 21:47:47.849,hnsw_pickle,32,1M,100,msspacev,1,500,99.3,257,506.4,18155.3,48
2024-08-01 21:47:48.222,hnsw_pickle,32,1M,100,msspacev,10,10,79.6,3557,18.5,3531.7,48
2024-08-01 21:47:48.709,hnsw_pickle,32,1M,100,msspacev,10,20,87.1,2704,28.4,3936.5,48
2024-08-01 21:47:49.304,hnsw_pickle,32,1M,100,msspacev,10,30,90.6,2204,38.1,4317.5,48
2024-08-01 21:47:50.103,hnsw_pickle,32,1M,100,msspacev,10,50,93.8,1631,57.7,5047.3,48
2024-08-01 21:47:51.110,hnsw_pickle,32,1M,100,msspacev,10,70,95.4,1282,77.4,5750.6,48
2024-08-01 21:47:52.313,hnsw_pickle,32,1M,100,msspacev,10,90,96.4,1066,97.2,6430.8,48
2024-08-01 21:47:53.611,hnsw_pickle,32,1M,100,msspacev,10,100,96.7,990,107.1,6766.0,48
2024-08-01 21:47:55.870,hnsw_pickle,32,1M,100,msspacev,10,200,98.3,563,206.6,9915.2,48
2024-08-01 21:47:59.031,hnsw_pickle,32,1M,100,msspacev,10,300,98.8,400,306.5,12822.8,48
2024-08-01 21:48:03.100,hnsw_pickle,32,1M,100,msspacev,10,400,99.1,311,406.4,15556.1,48
2024-08-01 21:48:08.013,hnsw_pickle,32,1M,100,msspacev,10,500,99.2,257,506.4,18155.3,48
2024-08-01 21:48:09.420,hnsw_pickle,32,1M,100,msspacev,100,100,91.8,983,107.1,6766.0,48
2024-08-01 21:48:11.790,hnsw_pickle,32,1M,100,msspacev,100,200,96.0,561,206.6,9915.2,48
2024-08-01 21:48:15.086,hnsw_pickle,32,1M,100,msspacev,100,300,97.4,397,306.5,12822.8,48
2024-08-01 21:48:19.282,hnsw_pickle,32,1M,100,msspacev,100,400,98.1,310,406.4,15556.1,48
2024-08-01 21:48:24.338,hnsw_pickle,32,1M,100,msspacev,100,500,98.5,255,506.4,18155.3,48
2024-08-02 02:47:30.220,hnsw_pickle,32,1M,300,msspacev,1,1,44.9,5438,8.5,2830.3,48
2024-08-02 02:47:30.517,hnsw_pickle,32,1M,300,msspacev,1,5,75.8,4416,13.7,3110.0,48
2024-08-02 02:47:30.876,hnsw_pickle,32,1M,300,msspacev,1,10,84.7,3700,18.9,3352.8,48
2024-08-02 02:47:31.351,hnsw_pickle,32,1M,300,msspacev,1,20,91.2,2767,28.7,3786.5,48
2024-08-02 02:47:31.934,hnsw_pickle,32,1M,300,msspacev,1,30,94.1,2250,38.4,4198.5,48
2024-08-02 02:47:32.724,hnsw_pickle,32,1M,300,msspacev,1,50,96.3,1642,57.9,4989.5,48
2024-08-02 02:47:33.714,hnsw_pickle,32,1M,300,msspacev,1,70,97.4,1306,77.5,5754.1,48
2024-08-02 02:47:34.905,hnsw_pickle,32,1M,300,msspacev,1,90,97.9,1082,97.3,6497.5,48
2024-08-02 02:47:36.196,hnsw_pickle,32,1M,300,msspacev,1,100,98.1,998,107.2,6863.4,48
2024-08-02 02:47:38.432,hnsw_pickle,32,1M,300,msspacev,1,200,99.1,572,206.8,10311.0,48
2024-08-02 02:47:41.567,hnsw_pickle,32,1M,300,msspacev,1,300,99.4,406,306.7,13491.7,48
2024-08-02 02:47:45.585,hnsw_pickle,32,1M,300,msspacev,1,400,99.6,317,406.6,16481.1,48
2024-08-02 02:47:50.460,hnsw_pickle,32,1M,300,msspacev,1,500,99.6,260,506.6,19323.6,48
2024-08-02 02:47:50.824,hnsw_pickle,32,1M,300,msspacev,10,10,81.0,3622,18.9,3352.8,48
2024-08-02 02:47:51.302,hnsw_pickle,32,1M,300,msspacev,10,20,88.8,2767,28.7,3786.5,48
2024-08-02 02:47:51.891,hnsw_pickle,32,1M,300,msspacev,10,30,92.2,2216,38.4,4198.5,48
2024-08-02 02:47:52.682,hnsw_pickle,32,1M,300,msspacev,10,50,95.3,1648,57.9,4989.5,48
2024-08-02 02:47:53.678,hnsw_pickle,32,1M,300,msspacev,10,70,96.7,1297,77.5,5754.1,48
2024-08-02 02:47:54.877,hnsw_pickle,32,1M,300,msspacev,10,90,97.5,1076,97.3,6497.5,48
2024-08-02 02:47:56.183,hnsw_pickle,32,1M,300,msspacev,10,100,97.8,987,107.2,6863.4,48
2024-08-02 02:47:58.427,hnsw_pickle,32,1M,300,msspacev,10,200,99.0,571,206.8,10311.0,48
2024-08-02 02:48:01.582,hnsw_pickle,32,1M,300,msspacev,10,300,99.4,403,306.7,13491.7,48
2024-08-02 02:48:05.606,hnsw_pickle,32,1M,300,msspacev,10,400,99.5,316,406.6,16481.1,48
2024-08-02 02:48:10.486,hnsw_pickle,32,1M,300,msspacev,10,500,99.6,260,506.6,19323.6,48
2024-08-02 02:48:11.885,hnsw_pickle,32,1M,300,msspacev,100,100,93.1,995,107.2,6863.4,48
2024-08-02 02:48:14.245,hnsw_pickle,32,1M,300,msspacev,100,200,97.1,568,206.8,10311.0,48
2024-08-02 02:48:17.504,hnsw_pickle,32,1M,300,msspacev,100,300,98.3,403,306.7,13491.7,48
2024-08-02 02:48:21.637,hnsw_pickle,32,1M,300,msspacev,100,400,98.9,315,406.6,16481.1,48
2024-08-02 02:48:26.642,hnsw_pickle,32,1M,300,msspacev,100,500,99.2,260,506.6,19323.6,48
2024-08-02 05:18:22.940,hnsw_pickle,32,1M,500,msspacev,1,1,45.7,4769,7.8,3554.4,48
2024-08-02 05:18:23.279,hnsw_pickle,32,1M,500,msspacev,1,5,75.8,3827,12.9,3831.8,48
2024-08-02 05:18:23.680,hnsw_pickle,32,1M,500,msspacev,1,10,84.9,3296,18.0,4081.3,48
2024-08-02 05:18:24.205,hnsw_pickle,32,1M,500,msspacev,1,20,91.5,2493,27.7,4530.5,48
2024-08-02 05:18:24.839,hnsw_pickle,32,1M,500,msspacev,1,30,94.2,2065,37.4,4958.6,48
2024-08-02 05:18:25.683,hnsw_pickle,32,1M,500,msspacev,1,50,96.6,1540,56.9,5785.4,48
2024-08-02 05:18:26.736,hnsw_pickle,32,1M,500,msspacev,1,70,97.6,1231,76.7,6585.3,48
2024-08-02 05:18:27.996,hnsw_pickle,32,1M,500,msspacev,1,90,98.2,1028,96.5,7363.9,48
2024-08-02 05:18:29.358,hnsw_pickle,32,1M,500,msspacev,1,100,98.4,949,106.4,7744.7,48
2024-08-02 05:18:31.704,hnsw_pickle,32,1M,500,msspacev,1,200,99.3,545,205.9,11346.3,48
2024-08-02 05:18:34.983,hnsw_pickle,32,1M,500,msspacev,1,300,99.6,389,305.8,14671.4,48
2024-08-02 05:18:39.157,hnsw_pickle,32,1M,500,msspacev,1,400,99.7,305,405.8,17796.0,48
2024-08-02 05:18:44.206,hnsw_pickle,32,1M,500,msspacev,1,500,99.7,251,505.7,20766.6,48
2024-08-02 05:18:44.611,hnsw_pickle,32,1M,500,msspacev,10,10,80.8,3252,18.0,4081.3,48
2024-08-02 05:18:45.138,hnsw_pickle,32,1M,500,msspacev,10,20,88.7,2513,27.7,4530.5,48
2024-08-02 05:18:45.773,hnsw_pickle,32,1M,500,msspacev,10,30,92.2,2067,37.4,4958.6,48
2024-08-02 05:18:46.622,hnsw_pickle,32,1M,500,msspacev,10,50,95.4,1538,56.9,5785.4,48
2024-08-02 05:18:47.682,hnsw_pickle,32,1M,500,msspacev,10,70,96.9,1220,76.7,6585.3,48
2024-08-02 05:18:48.943,hnsw_pickle,32,1M,500,msspacev,10,90,97.7,1027,96.5,7363.9,48
2024-08-02 05:18:50.307,hnsw_pickle,32,1M,500,msspacev,10,100,98.0,949,106.4,7744.7,48
2024-08-02 05:18:52.660,hnsw_pickle,32,1M,500,msspacev,10,200,99.1,544,205.9,11346.3,48
2024-08-02 05:18:55.930,hnsw_pickle,32,1M,500,msspacev,10,300,99.5,390,305.8,14671.4,48
2024-08-02 05:19:00.103,hnsw_pickle,32,1M,500,msspacev,10,400,99.6,306,405.8,17796.0,48
2024-08-02 05:19:05.164,hnsw_pickle,32,1M,500,msspacev,10,500,99.7,251,505.7,20766.6,48
2024-08-02 05:19:06.634,hnsw_pickle,32,1M,500,msspacev,100,100,93.2,949,106.4,7744.7,48
2024-08-02 05:19:09.104,hnsw_pickle,32,1M,500,msspacev,100,200,97.2,544,205.9,11346.3,48
2024-08-02 05:19:12.499,hnsw_pickle,32,1M,500,msspacev,100,300,98.5,388,305.8,14671.4,48
2024-08-02 05:19:16.788,hnsw_pickle,32,1M,500,msspacev,100,400,99.0,304,405.8,17796.0,48
2024-08-02 05:19:21.963,hnsw_pickle,32,1M,500,msspacev,100,500,99.3,251,505.7,20766.6,48
2024-08-02 02:34:21.922,hnsw_pickle,32,10M,100,msspacev,1,1,35.8,5581,11.0,1458.4,48
2024-08-02 02:34:22.260,hnsw_pickle,32,10M,100,msspacev,1,5,69.0,3803,17.5,1791.7,48
2024-08-02 02:34:22.683,hnsw_pickle,32,10M,100,msspacev,1,10,79.4,3051,23.1,2036.2,48
2024-08-02 02:34:23.246,hnsw_pickle,32,10M,100,msspacev,1,20,86.5,2264,33.4,2439.1,48
2024-08-02 02:34:23.940,hnsw_pickle,32,10M,100,msspacev,1,30,89.8,1828,43.4,2811.3,48
2024-08-02 02:34:24.885,hnsw_pickle,32,10M,100,msspacev,1,50,92.9,1336,63.3,3524.2,48
2024-08-02 02:34:26.076,hnsw_pickle,32,10M,100,msspacev,1,70,94.6,1060,83.0,4216.1,48
2024-08-02 02:34:27.513,hnsw_pickle,32,10M,100,msspacev,1,90,95.6,877,102.8,4897.2,48
2024-08-02 02:34:29.072,hnsw_pickle,32,10M,100,msspacev,1,100,95.9,808,112.7,5233.3,48
2024-08-02 02:34:31.844,hnsw_pickle,32,10M,100,msspacev,1,200,97.7,453,211.9,8512.1,48
2024-08-02 02:34:35.798,hnsw_pickle,32,10M,100,msspacev,1,300,98.3,317,311.5,11673.5,48
2024-08-02 02:34:40.910,hnsw_pickle,32,10M,100,msspacev,1,400,98.6,245,411.3,14743.3,48
2024-08-02 02:34:47.135,hnsw_pickle,32,10M,100,msspacev,1,500,98.8,201,511.1,17741.2,48
2024-08-02 02:34:47.554,hnsw_pickle,32,10M,100,msspacev,10,10,77.7,3035,23.1,2036.2,48
2024-08-02 02:34:48.116,hnsw_pickle,32,10M,100,msspacev,10,20,85.5,2278,33.4,2439.1,48
2024-08-02 02:34:48.805,hnsw_pickle,32,10M,100,msspacev,10,30,89.0,1845,43.4,2811.3,48
2024-08-02 02:34:49.739,hnsw_pickle,32,10M,100,msspacev,10,50,92.5,1364,63.3,3524.2,48
2024-08-02 02:34:50.922,hnsw_pickle,32,10M,100,msspacev,10,70,94.2,1068,83.0,4216.1,48
2024-08-02 02:34:52.350,hnsw_pickle,32,10M,100,msspacev,10,90,95.3,884,102.8,4897.2,48
2024-08-02 02:34:53.895,hnsw_pickle,32,10M,100,msspacev,10,100,95.6,817,112.7,5233.3,48
2024-08-02 02:34:56.645,hnsw_pickle,32,10M,100,msspacev,10,200,97.4,458,211.9,8512.1,48
2024-08-02 02:35:00.564,hnsw_pickle,32,10M,100,msspacev,10,300,98.1,321,311.5,11673.5,48
2024-08-02 02:35:05.630,hnsw_pickle,32,10M,100,msspacev,10,400,98.5,247,411.3,14743.3,48
2024-08-02 02:35:11.841,hnsw_pickle,32,10M,100,msspacev,10,500,98.7,201,511.1,17741.2,48
2024-08-02 02:35:13.500,hnsw_pickle,32,10M,100,msspacev,100,100,90.8,821,112.7,5233.3,48
2024-08-02 02:35:16.351,hnsw_pickle,32,10M,100,msspacev,100,200,94.8,460,211.9,8512.1,48
2024-08-02 02:35:20.359,hnsw_pickle,32,10M,100,msspacev,100,300,96.3,322,311.5,11673.5,48
2024-08-02 02:35:25.531,hnsw_pickle,32,10M,100,msspacev,100,400,97.1,247,411.3,14743.3,48
2024-08-02 02:35:31.843,hnsw_pickle,32,10M,100,msspacev,100,500,97.6,202,511.1,17741.2,48
2024-08-02 05:04:54.008,hnsw_pickle,32,10M,300,msspacev,1,1,40.1,5815,9.3,1325.1,48
2024-08-02 05:04:54.310,hnsw_pickle,32,10M,300,msspacev,1,5,73.1,4244,15.1,1643.4,48
2024-08-02 05:04:54.688,hnsw_pickle,32,10M,300,msspacev,1,10,82.6,3430,20.5,1892.5,48
2024-08-02 05:04:55.199,hnsw_pickle,32,10M,300,msspacev,1,20,89.3,2515,30.6,2327.7,48
2024-08-02 05:04:55.839,hnsw_pickle,32,10M,300,msspacev,1,30,92.2,2003,40.4,2736.8,48
2024-08-02 05:04:56.725,hnsw_pickle,32,10M,300,msspacev,1,50,95.1,1440,60.1,3530.8,48
2024-08-02 05:04:57.855,hnsw_pickle,32,10M,300,msspacev,1,70,96.5,1124,79.8,4304.2,48
2024-08-02 05:04:59.230,hnsw_pickle,32,10M,300,msspacev,1,90,97.2,922,99.6,5065.5,48
2024-08-02 05:05:00.726,hnsw_pickle,32,10M,300,msspacev,1,100,97.5,847,109.5,5443.7,48
2024-08-02 05:05:03.437,hnsw_pickle,32,10M,300,msspacev,1,200,98.7,465,208.8,9123.5,48
2024-08-02 05:05:07.320,hnsw_pickle,32,10M,300,msspacev,1,300,99.1,324,308.4,12667.7,48
2024-08-02 05:05:12.355,hnsw_pickle,32,10M,300,msspacev,1,400,99.3,250,408.2,16106.5,48
2024-08-02 05:05:18.534,hnsw_pickle,32,10M,300,msspacev,1,500,99.4,203,508.1,19464.7,48
2024-08-02 05:05:18.914,hnsw_pickle,32,10M,300,msspacev,10,10,80.5,3398,20.5,1892.5,48
2024-08-02 05:05:19.428,hnsw_pickle,32,10M,300,msspacev,10,20,88.0,2497,30.6,2327.7,48
2024-08-02 05:05:20.066,hnsw_pickle,32,10M,300,msspacev,10,30,91.2,1996,40.4,2736.8,48
2024-08-02 05:05:20.948,hnsw_pickle,32,10M,300,msspacev,10,50,94.4,1443,60.1,3530.8,48
2024-08-02 05:05:22.080,hnsw_pickle,32,10M,300,msspacev,10,70,96.0,1122,79.8,4304.2,48
2024-08-02 05:05:23.445,hnsw_pickle,32,10M,300,msspacev,10,90,96.8,932,99.6,5065.5,48
2024-08-02 05:05:24.933,hnsw_pickle,32,10M,300,msspacev,10,100,97.1,853,109.5,5443.7,48
2024-08-02 05:05:27.618,hnsw_pickle,32,10M,300,msspacev,10,200,98.6,470,208.8,9123.5,48
2024-08-02 05:05:31.484,hnsw_pickle,32,10M,300,msspacev,10,300,99.1,325,308.4,12667.7,48
2024-08-02 05:05:36.506,hnsw_pickle,32,10M,300,msspacev,10,400,99.3,251,408.2,16106.5,48
2024-08-02 05:05:42.677,hnsw_pickle,32,10M,300,msspacev,10,500,99.4,204,508.1,19464.7,48
2024-08-02 05:05:44.276,hnsw_pickle,32,10M,300,msspacev,100,100,92.4,851,109.5,5443.7,48
2024-08-02 05:05:47.070,hnsw_pickle,32,10M,300,msspacev,100,200,96.3,469,208.8,9123.5,48
2024-08-02 05:05:51.047,hnsw_pickle,32,10M,300,msspacev,100,300,97.6,326,308.4,12667.7,48
